formula,is_alloy,Efermi,vbm_up_energy,cbm_up_energy,Ag_up_vbm_orb_idx,Ag_up_vbm_frac,Ag_up_cbm_orb_idx,Ag_up_cbm_frac,Cs_up_vbm_orb_idx,Cs_up_vbm_frac,Cs_up_cbm_orb_idx,Cs_up_cbm_frac,Cd_up_vbm_orb_idx,Cd_up_vbm_frac,Cd_up_cbm_orb_idx,Cd_up_cbm_frac,Co_up_vbm_orb_idx,Co_up_vbm_frac,Co_up_cbm_orb_idx,Co_up_cbm_frac,F_up_vbm_orb_idx,F_up_vbm_frac,F_up_cbm_orb_idx,F_up_cbm_frac,vbm_down_energy,cbm_down_energy,Ag_down_vbm_orb_idx,Ag_down_vbm_frac,Ag_down_cbm_orb_idx,Ag_down_cbm_frac,Cs_down_vbm_orb_idx,Cs_down_vbm_frac,Cs_down_cbm_orb_idx,Cs_down_cbm_frac,Cd_down_vbm_orb_idx,Cd_down_vbm_frac,Cd_down_cbm_orb_idx,Cd_down_cbm_frac,Co_down_vbm_orb_idx,Co_down_vbm_frac,Co_down_cbm_orb_idx,Co_down_cbm_frac,F_down_vbm_orb_idx,F_down_vbm_frac,F_down_cbm_orb_idx,F_down_cbm_frac,bg_energy,bg_direct,bg_transition,cbm_dft,vbm_dft,x_frac,formula_0,formula_100,Cu_up_vbm_orb_idx,Cu_up_vbm_frac,Cu_up_cbm_orb_idx,Cu_up_cbm_frac,Cu_down_vbm_orb_idx,Cu_down_vbm_frac,Cu_down_cbm_orb_idx,Cu_down_cbm_frac,Mg_up_vbm_orb_idx,Mg_up_vbm_frac,Mg_up_cbm_orb_idx,Mg_up_cbm_frac,Mg_down_vbm_orb_idx,Mg_down_vbm_frac,Mg_down_cbm_orb_idx,Mg_down_cbm_frac,Ca_up_vbm_orb_idx,Ca_up_vbm_frac,Ca_up_cbm_orb_idx,Ca_up_cbm_frac,Ca_down_vbm_orb_idx,Ca_down_vbm_frac,Ca_down_cbm_orb_idx,Ca_down_cbm_frac,Cl_up_vbm_orb_idx,Cl_up_vbm_frac,Cl_up_cbm_orb_idx,Cl_up_cbm_frac,Cl_down_vbm_orb_idx,Cl_down_vbm_frac,Cl_down_cbm_orb_idx,Cl_down_cbm_frac,Br_up_vbm_orb_idx,Br_up_vbm_frac,Br_up_cbm_orb_idx,Br_up_cbm_frac,Br_down_vbm_orb_idx,Br_down_vbm_frac,Br_down_cbm_orb_idx,Br_down_cbm_frac,Ni_up_vbm_orb_idx,Ni_up_vbm_frac,Ni_up_cbm_orb_idx,Ni_up_cbm_frac,Ni_down_vbm_orb_idx,Ni_down_vbm_frac,Ni_down_cbm_orb_idx,Ni_down_cbm_frac,Zn_up_vbm_orb_idx,Zn_up_vbm_frac,Zn_up_cbm_orb_idx,Zn_up_cbm_frac,Zn_down_vbm_orb_idx,Zn_down_vbm_frac,Zn_down_cbm_orb_idx,Zn_down_cbm_frac,Ba_up_vbm_orb_idx,Ba_up_vbm_frac,Ba_up_cbm_orb_idx,Ba_up_cbm_frac,Pb_up_vbm_orb_idx,Pb_up_vbm_frac,Pb_up_cbm_orb_idx,Pb_up_cbm_frac,Ba_down_vbm_orb_idx,Ba_down_vbm_frac,Ba_down_cbm_orb_idx,Ba_down_cbm_frac,Pb_down_vbm_orb_idx,Pb_down_vbm_frac,Pb_down_cbm_orb_idx,Pb_down_cbm_frac,I_up_vbm_orb_idx,I_up_vbm_frac,I_up_cbm_orb_idx,I_up_cbm_frac,I_down_vbm_orb_idx,I_down_vbm_frac,I_down_cbm_orb_idx,I_down_cbm_frac,Cr_up_vbm_orb_idx,Cr_up_vbm_frac,Cr_up_cbm_orb_idx,Cr_up_cbm_frac,Cr_down_vbm_orb_idx,Cr_down_vbm_frac,Cr_down_cbm_orb_idx,Cr_down_cbm_frac,Fe_up_vbm_orb_idx,Fe_up_vbm_frac,Fe_up_cbm_orb_idx,Fe_up_cbm_frac,Fe_down_vbm_orb_idx,Fe_down_vbm_frac,Fe_down_cbm_orb_idx,Fe_down_cbm_frac,Mn_up_vbm_orb_idx,Mn_up_vbm_frac,Mn_up_cbm_orb_idx,Mn_up_cbm_frac,Mn_down_vbm_orb_idx,Mn_down_vbm_frac,Mn_down_cbm_orb_idx,Mn_down_cbm_frac,Pd_up_vbm_orb_idx,Pd_up_vbm_frac,Pd_up_cbm_orb_idx,Pd_up_cbm_frac,Pd_down_vbm_orb_idx,Pd_down_vbm_frac,Pd_down_cbm_orb_idx,Pd_down_cbm_frac,Sn_up_vbm_orb_idx,Sn_up_vbm_frac,Sn_up_cbm_orb_idx,Sn_up_cbm_frac,Sn_down_vbm_orb_idx,Sn_down_vbm_frac,Sn_down_cbm_orb_idx,Sn_down_cbm_frac,Sr_up_vbm_orb_idx,Sr_up_vbm_frac,Sr_up_cbm_orb_idx,Sr_up_cbm_frac,Sr_down_vbm_orb_idx,Sr_down_vbm_frac,Sr_down_cbm_orb_idx,Sr_down_cbm_frac,Ti_up_vbm_orb_idx,Ti_up_vbm_frac,Ti_up_cbm_orb_idx,Ti_up_cbm_frac,Ti_down_vbm_orb_idx,Ti_down_vbm_frac,Ti_down_cbm_orb_idx,Ti_down_cbm_frac,V_up_vbm_orb_idx,V_up_vbm_frac,V_up_cbm_orb_idx,V_up_cbm_frac,V_down_vbm_orb_idx,V_down_vbm_frac,V_down_cbm_orb_idx,V_down_cbm_frac,Pt_up_vbm_orb_idx,Pt_up_vbm_frac,Pt_up_cbm_orb_idx,Pt_up_cbm_frac,Pt_down_vbm_orb_idx,Pt_down_vbm_frac,Pt_down_cbm_orb_idx,Pt_down_cbm_frac,K_up_vbm_orb_idx,K_up_vbm_frac,K_up_cbm_orb_idx,K_up_cbm_frac,K_down_vbm_orb_idx,K_down_vbm_frac,K_down_cbm_orb_idx,K_down_cbm_frac,Rb_up_vbm_orb_idx,Rb_up_vbm_frac,Rb_up_cbm_orb_idx,Rb_up_cbm_frac,Rb_down_vbm_orb_idx,Rb_down_vbm_frac,Rb_down_cbm_orb_idx,Rb_down_cbm_frac,Li_up_vbm_orb_idx,Li_up_vbm_frac,Li_up_cbm_orb_idx,Li_up_cbm_frac,Li_down_vbm_orb_idx,Li_down_vbm_frac,Li_down_cbm_orb_idx,Li_down_cbm_frac,Na_up_vbm_orb_idx,Na_up_vbm_frac,Na_up_cbm_orb_idx,Na_up_cbm_frac,Na_down_vbm_orb_idx,Na_down_vbm_frac,Na_down_cbm_orb_idx,Na_down_cbm_frac
Cs2CaBaBr6,True,-1.08741242,-1.1113,3.0597000000000003,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-1.1113,3.0597000000000003,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.5,CsCaBr3,CsBaBr3,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,1.0,0.56,-1.0,0.0,1.0,0.56,-1.0,0.0,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaBaCl6,True,-0.92668857,-0.963,3.9695999999999994,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.963,3.9695999999999994,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.5,CsCaCl3,CsBaCl3,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.587,-1.0,0.0,1.0,0.587,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaBaF6,True,-1.7065881,-1.731,4.1058,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,1.0,0.5,-1.0,0.0,-1.731,4.1058,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,1.0,0.5,-1.0,0.0,,,,,,0.5,CsCaF3,CsBaF3,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaBaI6,True,-0.01550739,-0.0518,3.4614,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.0518,3.4614,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.5,CsCaI3,CsBaI3,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,,,,,-1.0,0.0,-1.0,0.0,,,,,1.0,0.5385,-1.0,0.0,1.0,0.5385,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaCdBr6,True,-0.51650591,-0.5467,1.3136,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,-0.5467,1.3136,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,0.5,CsCaBr3,CsCdBr3,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaCdCl6,True,-0.55489375,-0.5852,2.2506000000000004,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.3529,,,,,,,,,-0.5852,2.2506000000000004,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.3529,,,,,,,,,,,,,,0.5,CsCaCl3,CsCdCl3,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.3333,-1.0,0.0,1.0,0.3333,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaCdF6,True,-1.37162658,-1.3941,2.8015,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.3571,,,,,1.0,0.25,-1.0,0.0,-1.3941,2.8015,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.3571,,,,,1.0,0.25,-1.0,0.0,,,,,,0.5,CsCaF3,CsCdF3,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaCdI6,True,0.8685478,0.8387,1.8814,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.3,,,,,,,,,0.8387,1.8814,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.3,,,,,,,,,,,,,,0.5,CsCaI3,CsCdI3,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaCoBr6,True,0.8657515,0.8047,3.3794,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.375,-1.0,0.0,,,,,0.8454,0.937,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.8333,2.0,0.5,,,,,,,,,,0.5,CsCaBr3,CsCoBr3,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,1.0,0.375,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaCoCl6,True,1.37335522,1.0571,4.495,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.2,0.0,0.2778,,,,,1.3529,1.5263,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.5,2.0,0.8529,,,,,,,,,,0.5,CsCaCl3,CsCoCl3,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.4,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaCoF6,True,2.39995227,1.6342,5.3407,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.6,-1.0,0.0,-1.0,0.0,-1.0,0.0,2.396,2.396,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.883,2.0,0.883,1.0,0.0748,1.0,0.0748,,,,,,0.5,CsCaF3,CsCoF3,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaCoI6,True,1.92884963,1.9256,1.9256,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.2663,2.0,0.2663,,,,,1.9256,1.9256,,,,,-1.0,0.0,-1.0,0.0,,,,,2.0,0.8286,2.0,0.8286,,,,,,,,,,0.5,CsCaI3,CsCoI3,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4343,1.0,0.4343,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaCrBr6,True,2.06994448,2.0691,2.0691,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,0.21809999999999996,3.6542,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.5,CsCaBr3,CsCrBr3,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,2.0,0.087,,,,,,,,,1.0,0.155,1.0,0.155,1.0,0.4,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.678,2.0,0.678,-1.0,0.0,2.0,0.6522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaCrCl6,True,3.00906126,3.0125,3.0125,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,0.33260000000000023,4.4103,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.5,CsCaCl3,CsCrCl3,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,2.0,0.0952,1.0,0.1375,1.0,0.1375,1.0,0.5333,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.7161,2.0,0.7161,-1.0,0.0,2.0,0.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaCrI6,True,2.42215036,2.4267,2.4267,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,1.4754,4.2685,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.5,CsCaI3,CsCrI3,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1875,1.0,0.1875,1.0,0.4211,-1.0,0.0,2.0,0.6178,2.0,0.6178,-1.0,0.0,2.0,0.5882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaCuBr6,True,0.05357898,0.0486,0.0486,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,0.0486,0.0486,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.5,CsCaBr3,CsCuBr3,2.0,0.4387,2.0,0.4387,2.0,0.4387,2.0,0.4387,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,1.0,0.3587,1.0,0.3587,1.0,0.3587,1.0,0.3587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaCuCl6,True,0.62839855,0.6274,0.6274,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,0.6274,0.6274,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.5,CsCaCl3,CsCuCl3,2.0,0.4992,2.0,0.4992,2.0,0.4992,2.0,0.4992,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.3346,1.0,0.3346,1.0,0.3346,1.0,0.3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaCuF6,True,-0.0290429,-0.0316,-0.0316,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,1.0,0.2934,1.0,0.2934,-0.0316,-0.0316,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,1.0,0.2934,1.0,0.2934,,,,,,0.5,CsCaF3,CsCuF3,2.0,0.6439,2.0,0.6439,2.0,0.6439,2.0,0.6439,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaCuI6,True,1.27371338,1.2756,1.2756,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,1.2756,1.2756,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.5,CsCaI3,CsCuI3,2.0,0.2549,2.0,0.2549,2.0,0.2549,2.0,0.2549,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4185,1.0,0.4185,1.0,0.4185,1.0,0.4185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaFeBr6,True,1.58035521,0.586,3.2338,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,1.5815,1.5815,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.5,CsCaBr3,CsFeBr3,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,-1.0,0.0,-1.0,0.0,1.0,0.0573,1.0,0.0573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,2.0,0.8405,2.0,0.8405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaFeCl6,True,2.34554417,1.0108,4.3064,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,2.3413,2.3413,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.5,CsCaCl3,CsFeCl3,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0587,1.0,0.0587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,2.0,0.8326,2.0,0.8326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaFeI6,True,2.28596079,1.3809,4.0465,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,2.2862,2.2862,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.5,CsCaI3,CsFeI3,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,-1.0,0.0,-1.0,0.0,2.0,0.7991,2.0,0.7991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaMnBr6,True,0.86001955,0.8297,3.0451,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.14150000000000007,2.4077,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.5,CsCaBr3,CsMnBr3,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,1.0,0.1818,-1.0,0.0,1.0,0.5,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.3636,0.0,0.125,-1.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaMnCl6,True,1.46789778,1.4475,4.2733,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,-0.09299999999999997,3.1919,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.5,CsCaCl3,CsMnCl3,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.5,-1.0,0.0,-1.0,0.0,2.0,0.8095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaMnF6,True,2.045959,2.012,4.7741,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,1.0,0.1429,-1.0,0.0,-1.4066999999999998,4.2986,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,1.0,0.4444,-1.0,0.0,,,,,,0.5,CsCaF3,CsMnF3,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.7857,0.0,0.2,-1.0,0.0,2.0,0.7778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cs2CaMnI6,True,2.00304846,1.9829,3.6805,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,1.34,3.0879,,,,,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,0.5,CsCaI3,CsMnI3,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,1.0,0.4737,-1.0,0.0,,,,,,,,,,,,,,,,,-1.0,0.0,-1.0,0.0,-1.0,0.0,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
